station,region,lat_req,lon_req,lat_actual,lon_actual,date,sst_c
인천,서해,37.4519,126.5922,37.5000,126.5000,1850-01-01,6.8150
인천,서해,37.4519,126.5922,37.5000,126.5000,1850-02-01,5.5050
인천,서해,37.4519,126.5922,37.5000,126.5000,1850-03-01,5.0050
인천,서해,37.4519,126.5922,37.5000,126.5000,1850-04-01,7.6550
인천,서해,37.4519,126.5922,37.5000,126.5000,1850-05-01,11.6530
인천,서해,37.4519,126.5922,37.5000,126.5000,1850-06-01,16.8530
인천,서해,37.4519,126.5922,37.5000,126.5000,1850-07-01,21.0980
인천,서해,37.4519,126.5922,37.5000,126.5000,1850-08-01,23.1400
인천,서해,37.4519,126.5922,37.5000,126.5000,1850-09-01,21.7030
인천,서해,37.4519,126.5922,37.5000,126.5000,1850-10-01,18.3200
인천,서해,37.4519,126.5922,37.5000,126.5000,1850-11-01,13.9280
인천,서해,37.4519,126.5922,37.5000,126.5000,1850-12-01,10.3200
인천,서해,37.4519,126.5922,37.5000,126.5000,1851-01-01,7.2550
인천,서해,37.4519,126.5922,37.5000,126.5000,1851-02-01,6.0850
인천,서해,37.4519,126.5922,37.5000,126.5000,1851-03-01,5.9250
인천,서해,37.4519,126.5922,37.5000,126.5000,1851-04-01,8.6780
인천,서해,37.4519,126.5922,37.5000,126.5000,1851-05-01,11.4430
인천,서해,37.4519,126.5922,37.5000,126.5000,1851-06-01,16.1980
인천,서해,37.4519,126.5922,37.5000,126.5000,1851-07-01,21.1150
인천,서해,37.4519,126.5922,37.5000,126.5000,1851-08-01,23.7980
인천,서해,37.4519,126.5922,37.5000,126.5000,1851-09-01,21.5580
인천,서해,37.4519,126.5922,37.5000,126.5000,1851-10-01,18.0000
인천,서해,37.4519,126.5922,37.5000,126.5000,1851-11-01,13.6350
인천,서해,37.4519,126.5922,37.5000,126.5000,1851-12-01,9.4180
인천,서해,37.4519,126.5922,37.5000,126.5000,1852-01-01,6.3650
인천,서해,37.4519,126.5922,37.5000,126.5000,1852-02-01,5.3800
인천,서해,37.4519,126.5922,37.5000,126.5000,1852-03-01,5.5380
인천,서해,37.4519,126.5922,37.5000,126.5000,1852-04-01,7.4680
인천,서해,37.4519,126.5922,37.5000,126.5000,1852-05-01,11.4150
인천,서해,37.4519,126.5922,37.5000,126.5000,1852-06-01,16.7300
인천,서해,37.4519,126.5922,37.5000,126.5000,1852-07-01,21.1630
인천,서해,37.4519,126.5922,37.5000,126.5000,1852-08-01,23.4180
인천,서해,37.4519,126.5922,37.5000,126.5000,1852-09-01,21.5830
인천,서해,37.4519,126.5922,37.5000,126.5000,1852-10-01,17.7100
인천,서해,37.4519,126.5922,37.5000,126.5000,1852-11-01,13.7950
인천,서해,37.4519,126.5922,37.5000,126.5000,1852-12-01,9.4750
인천,서해,37.4519,126.5922,37.5000,126.5000,1853-01-01,6.9230
인천,서해,37.4519,126.5922,37.5000,126.5000,1853-02-01,5.3150
인천,서해,37.4519,126.5922,37.5000,126.5000,1853-03-01,5.2030
인천,서해,37.4519,126.5922,37.5000,126.5000,1853-04-01,7.2130
인천,서해,37.4519,126.5922,37.5000,126.5000,1853-05-01,11.8730
인천,서해,37.4519,126.5922,37.5000,126.5000,1853-06-01,17.0450
인천,서해,37.4519,126.5922,37.5000,126.5000,1853-07-01,20.9830
인천,서해,37.4519,126.5922,37.5000,126.5000,1853-08-01,23.8650
인천,서해,37.4519,126.5922,37.5000,126.5000,1853-09-01,21.8830
인천,서해,37.4519,126.5922,37.5000,126.5000,1853-10-01,17.9530
인천,서해,37.4519,126.5922,37.5000,126.5000,1853-11-01,13.9150
인천,서해,37.4519,126.5922,37.5000,126.5000,1853-12-01,9.6600
인천,서해,37.4519,126.5922,37.5000,126.5000,1854-01-01,6.8250
인천,서해,37.4519,126.5922,37.5000,126.5000,1854-02-01,5.5330
인천,서해,37.4519,126.5922,37.5000,126.5000,1854-03-01,5.4180
인천,서해,37.4519,126.5922,37.5000,126.5000,1854-04-01,6.7730
인천,서해,37.4519,126.5922,37.5000,126.5000,1854-05-01,11.3930
인천,서해,37.4519,126.5922,37.5000,126.5000,1854-06-01,16.3350
인천,서해,37.4519,126.5922,37.5000,126.5000,1854-07-01,20.8780
인천,서해,37.4519,126.5922,37.5000,126.5000,1854-08-01,23.3550
인천,서해,37.4519,126.5922,37.5000,126.5000,1854-09-01,22.5700
인천,서해,37.4519,126.5922,37.5000,126.5000,1854-10-01,18.1150
인천,서해,37.4519,126.5922,37.5000,126.5000,1854-11-01,13.4430
인천,서해,37.4519,126.5922,37.5000,126.5000,1854-12-01,9.0830
인천,서해,37.4519,126.5922,37.5000,126.5000,1855-01-01,6.5830
인천,서해,37.4519,126.5922,37.5000,126.5000,1855-02-01,4.1650
인천,서해,37.4519,126.5922,37.5000,126.5000,1855-03-01,4.7350
인천,서해,37.4519,126.5922,37.5000,126.5000,1855-04-01,6.8050
인천,서해,37.4519,126.5922,37.5000,126.5000,1855-05-01,10.5780
인천,서해,37.4519,126.5922,37.5000,126.5000,1855-06-01,16.5180
인천,서해,37.4519,126.5922,37.5000,126.5000,1855-07-01,21.0400
인천,서해,37.4519,126.5922,37.5000,126.5000,1855-08-01,23.4930
인천,서해,37.4519,126.5922,37.5000,126.5000,1855-09-01,21.6130
인천,서해,37.4519,126.5922,37.5000,126.5000,1855-10-01,18.2600
인천,서해,37.4519,126.5922,37.5000,126.5000,1855-11-01,13.2980
인천,서해,37.4519,126.5922,37.5000,126.5000,1855-12-01,9.4330
인천,서해,37.4519,126.5922,37.5000,126.5000,1856-01-01,6.4930
인천,서해,37.4519,126.5922,37.5000,126.5000,1856-02-01,4.7500
인천,서해,37.4519,126.5922,37.5000,126.5000,1856-03-01,4.6180
인천,서해,37.4519,126.5922,37.5000,126.5000,1856-04-01,6.8450
인천,서해,37.4519,126.5922,37.5000,126.5000,1856-05-01,11.3300
인천,서해,37.4519,126.5922,37.5000,126.5000,1856-06-01,16.5100
인천,서해,37.4519,126.5922,37.5000,126.5000,1856-07-01,21.1580
인천,서해,37.4519,126.5922,37.5000,126.5000,1856-08-01,23.9050
인천,서해,37.4519,126.5922,37.5000,126.5000,1856-09-01,21.3930
인천,서해,37.4519,126.5922,37.5000,126.5000,1856-10-01,17.6180
인천,서해,37.4519,126.5922,37.5000,126.5000,1856-11-01,13.0300
인천,서해,37.4519,126.5922,37.5000,126.5000,1856-12-01,9.1330
인천,서해,37.4519,126.5922,37.5000,126.5000,1857-01-01,6.2480
인천,서해,37.4519,126.5922,37.5000,126.5000,1857-02-01,5.2480
인천,서해,37.4519,126.5922,37.5000,126.5000,1857-03-01,5.7230
인천,서해,37.4519,126.5922,37.5000,126.5000,1857-04-01,7.4650
인천,서해,37.4519,126.5922,37.5000,126.5000,1857-05-01,11.1850
인천,서해,37.4519,126.5922,37.5000,126.5000,1857-06-01,16.3750
인천,서해,37.4519,126.5922,37.5000,126.5000,1857-07-01,20.0400
인천,서해,37.4519,126.5922,37.5000,126.5000,1857-08-01,23.3900
인천,서해,37.4519,126.5922,37.5000,126.5000,1857-09-01,21.4030
인천,서해,37.4519,126.5922,37.5000,126.5000,1857-10-01,18.1100
인천,서해,37.4519,126.5922,37.5000,126.5000,1857-11-01,13.6930
인천,서해,37.4519,126.5922,37.5000,126.5000,1857-12-01,9.5600
인천,서해,37.4519,126.5922,37.5000,126.5000,1858-01-01,6.2130
인천,서해,37.4519,126.5922,37.5000,126.5000,1858-02-01,5.2950
인천,서해,37.4519,126.5922,37.5000,126.5000,1858-03-01,4.7730
인천,서해,37.4519,126.5922,37.5000,126.5000,1858-04-01,7.3080
인천,서해,37.4519,126.5922,37.5000,126.5000,1858-05-01,11.3480
인천,서해,37.4519,126.5922,37.5000,126.5000,1858-06-01,17.2930
인천,서해,37.4519,126.5922,37.5000,126.5000,1858-07-01,21.1900
인천,서해,37.4519,126.5922,37.5000,126.5000,1858-08-01,23.4480
인천,서해,37.4519,126.5922,37.5000,126.5000,1858-09-01,21.8230
인천,서해,37.4519,126.5922,37.5000,126.5000,1858-10-01,18.3180
인천,서해,37.4519,126.5922,37.5000,126.5000,1858-11-01,13.4650
인천,서해,37.4519,126.5922,37.5000,126.5000,1858-12-01,9.2450
인천,서해,37.4519,126.5922,37.5000,126.5000,1859-01-01,6.9430
인천,서해,37.4519,126.5922,37.5000,126.5000,1859-02-01,5.3600
인천,서해,37.4519,126.5922,37.5000,126.5000,1859-03-01,5.8650
인천,서해,37.4519,126.5922,37.5000,126.5000,1859-04-01,8.5650
인천,서해,37.4519,126.5922,37.5000,126.5000,1859-05-01,12.3030
인천,서해,37.4519,126.5922,37.5000,126.5000,1859-06-01,16.3530
인천,서해,37.4519,126.5922,37.5000,126.5000,1859-07-01,21.2030
인천,서해,37.4519,126.5922,37.5000,126.5000,1859-08-01,22.9300
인천,서해,37.4519,126.5922,37.5000,126.5000,1859-09-01,21.5450
인천,서해,37.4519,126.5922,37.5000,126.5000,1859-10-01,18.0530
인천,서해,37.4519,126.5922,37.5000,126.5000,1859-11-01,13.7000
인천,서해,37.4519,126.5922,37.5000,126.5000,1859-12-01,9.2780
인천,서해,37.4519,126.5922,37.5000,126.5000,1860-01-01,7.1680
인천,서해,37.4519,126.5922,37.5000,126.5000,1860-02-01,5.6250
인천,서해,37.4519,126.5922,37.5000,126.5000,1860-03-01,5.3130
인천,서해,37.4519,126.5922,37.5000,126.5000,1860-04-01,7.6350
인천,서해,37.4519,126.5922,37.5000,126.5000,1860-05-01,11.4000
인천,서해,37.4519,126.5922,37.5000,126.5000,1860-06-01,16.6880
인천,서해,37.4519,126.5922,37.5000,126.5000,1860-07-01,20.7000
인천,서해,37.4519,126.5922,37.5000,126.5000,1860-08-01,23.2430
인천,서해,37.4519,126.5922,37.5000,126.5000,1860-09-01,21.5030
인천,서해,37.4519,126.5922,37.5000,126.5000,1860-10-01,17.6800
인천,서해,37.4519,126.5922,37.5000,126.5000,1860-11-01,12.7980
인천,서해,37.4519,126.5922,37.5000,126.5000,1860-12-01,9.0030
인천,서해,37.4519,126.5922,37.5000,126.5000,1861-01-01,7.1030
인천,서해,37.4519,126.5922,37.5000,126.5000,1861-02-01,6.9130
인천,서해,37.4519,126.5922,37.5000,126.5000,1861-03-01,6.2350
인천,서해,37.4519,126.5922,37.5000,126.5000,1861-04-01,7.8680
인천,서해,37.4519,126.5922,37.5000,126.5000,1861-05-01,10.9030
인천,서해,37.4519,126.5922,37.5000,126.5000,1861-06-01,16.2180
인천,서해,37.4519,126.5922,37.5000,126.5000,1861-07-01,20.5430
인천,서해,37.4519,126.5922,37.5000,126.5000,1861-08-01,23.9130
인천,서해,37.4519,126.5922,37.5000,126.5000,1861-09-01,21.8480
인천,서해,37.4519,126.5922,37.5000,126.5000,1861-10-01,18.1850
인천,서해,37.4519,126.5922,37.5000,126.5000,1861-11-01,13.5100
인천,서해,37.4519,126.5922,37.5000,126.5000,1861-12-01,9.5100
인천,서해,37.4519,126.5922,37.5000,126.5000,1862-01-01,6.4250
인천,서해,37.4519,126.5922,37.5000,126.5000,1862-02-01,5.9530
인천,서해,37.4519,126.5922,37.5000,126.5000,1862-03-01,5.6430
인천,서해,37.4519,126.5922,37.5000,126.5000,1862-04-01,6.9830
인천,서해,37.4519,126.5922,37.5000,126.5000,1862-05-01,10.9530
인천,서해,37.4519,126.5922,37.5000,126.5000,1862-06-01,16.6680
인천,서해,37.4519,126.5922,37.5000,126.5000,1862-07-01,20.4500
인천,서해,37.4519,126.5922,37.5000,126.5000,1862-08-01,22.9350
인천,서해,37.4519,126.5922,37.5000,126.5000,1862-09-01,22.2080
인천,서해,37.4519,126.5922,37.5000,126.5000,1862-10-01,18.4850
인천,서해,37.4519,126.5922,37.5000,126.5000,1862-11-01,14.0750
인천,서해,37.4519,126.5922,37.5000,126.5000,1862-12-01,9.6800
인천,서해,37.4519,126.5922,37.5000,126.5000,1863-01-01,7.0130
인천,서해,37.4519,126.5922,37.5000,126.5000,1863-02-01,5.8950
인천,서해,37.4519,126.5922,37.5000,126.5000,1863-03-01,6.1030
인천,서해,37.4519,126.5922,37.5000,126.5000,1863-04-01,7.9230
인천,서해,37.4519,126.5922,37.5000,126.5000,1863-05-01,11.4200
인천,서해,37.4519,126.5922,37.5000,126.5000,1863-06-01,16.4780
인천,서해,37.4519,126.5922,37.5000,126.5000,1863-07-01,21.5880
인천,서해,37.4519,126.5922,37.5000,126.5000,1863-08-01,24.7150
인천,서해,37.4519,126.5922,37.5000,126.5000,1863-09-01,21.6750
인천,서해,37.4519,126.5922,37.5000,126.5000,1863-10-01,18.2430
인천,서해,37.4519,126.5922,37.5000,126.5000,1863-11-01,13.4580
인천,서해,37.4519,126.5922,37.5000,126.5000,1863-12-01,9.6850
인천,서해,37.4519,126.5922,37.5000,126.5000,1864-01-01,6.7100
인천,서해,37.4519,126.5922,37.5000,126.5000,1864-02-01,5.6430
인천,서해,37.4519,126.5922,37.5000,126.5000,1864-03-01,5.6400
인천,서해,37.4519,126.5922,37.5000,126.5000,1864-04-01,7.7950
인천,서해,37.4519,126.5922,37.5000,126.5000,1864-05-01,11.9280
인천,서해,37.4519,126.5922,37.5000,126.5000,1864-06-01,16.6430
인천,서해,37.4519,126.5922,37.5000,126.5000,1864-07-01,20.9130
인천,서해,37.4519,126.5922,37.5000,126.5000,1864-08-01,23.0530
인천,서해,37.4519,126.5922,37.5000,126.5000,1864-09-01,21.5150
인천,서해,37.4519,126.5922,37.5000,126.5000,1864-10-01,18.1700
인천,서해,37.4519,126.5922,37.5000,126.5000,1864-11-01,13.5380
인천,서해,37.4519,126.5922,37.5000,126.5000,1864-12-01,9.3730
인천,서해,37.4519,126.5922,37.5000,126.5000,1865-01-01,6.2450
인천,서해,37.4519,126.5922,37.5000,126.5000,1865-02-01,5.4050
인천,서해,37.4519,126.5922,37.5000,126.5000,1865-03-01,5.4080
인천,서해,37.4519,126.5922,37.5000,126.5000,1865-04-01,7.8980
인천,서해,37.4519,126.5922,37.5000,126.5000,1865-05-01,11.9200
인천,서해,37.4519,126.5922,37.5000,126.5000,1865-06-01,16.8630
인천,서해,37.4519,126.5922,37.5000,126.5000,1865-07-01,20.7480
인천,서해,37.4519,126.5922,37.5000,126.5000,1865-08-01,23.8480
인천,서해,37.4519,126.5922,37.5000,126.5000,1865-09-01,21.6730
인천,서해,37.4519,126.5922,37.5000,126.5000,1865-10-01,18.1600
인천,서해,37.4519,126.5922,37.5000,126.5000,1865-11-01,13.6980
인천,서해,37.4519,126.5922,37.5000,126.5000,1865-12-01,9.7330
인천,서해,37.4519,126.5922,37.5000,126.5000,1866-01-01,6.9150
인천,서해,37.4519,126.5922,37.5000,126.5000,1866-02-01,5.8830
인천,서해,37.4519,126.5922,37.5000,126.5000,1866-03-01,5.2880
인천,서해,37.4519,126.5922,37.5000,126.5000,1866-04-01,7.7400
인천,서해,37.4519,126.5922,37.5000,126.5000,1866-05-01,11.1350
인천,서해,37.4519,126.5922,37.5000,126.5000,1866-06-01,16.4300
인천,서해,37.4519,126.5922,37.5000,126.5000,1866-07-01,21.1530
인천,서해,37.4519,126.5922,37.5000,126.5000,1866-08-01,23.6730
인천,서해,37.4519,126.5922,37.5000,126.5000,1866-09-01,21.7330
인천,서해,37.4519,126.5922,37.5000,126.5000,1866-10-01,17.9850
인천,서해,37.4519,126.5922,37.5000,126.5000,1866-11-01,13.4930
인천,서해,37.4519,126.5922,37.5000,126.5000,1866-12-01,9.3200
인천,서해,37.4519,126.5922,37.5000,126.5000,1867-01-01,6.6900
인천,서해,37.4519,126.5922,37.5000,126.5000,1867-02-01,5.3480
인천,서해,37.4519,126.5922,37.5000,126.5000,1867-03-01,4.9600
인천,서해,37.4519,126.5922,37.5000,126.5000,1867-04-01,7.4380
인천,서해,37.4519,126.5922,37.5000,126.5000,1867-05-01,11.6330
