path,size,sha256
.gitattributes,87,9aa58bb33b75bd5c4408d0d2e682b9f077852a7be51ddb769168c128fc300aa3
.github/Dockerfile,350,69fafe2c08e4fbeb1749a4b604c369dce14eea3a7cf3e85043d11e81606239dc
.github/default-mca-params.conf,106,257bfef7b3f951cafde6b68691811419524c891de93a6108d9954e24031fcf19
.github/enable_all.sh,1114,565a825e0f46cf2d3d8dd179069969466e62f98b2df96fe8d7dff023a3e4601e
.gitignore,56,560cffde92f5cb4d3ab51e7bd543bbacc09cbfc0413e6a3dde70357a66636126
CMakeLists.txt,1660,99a721f501497367ca1985f782371d3b1adb76682a1ebaaa013bf536e3b6ba53
LICENSE,11357,b40930bbcf80744c86c46a12bc9da056641d722716c378f5659b9e555ef833e1
bundle/.gitignore,75,0944ab75119ba5b960b9f661f320393aa49e98440dfe189bb42b250946ca464a
bundle/CMakeLists.txt,5902,fee1dff47374d0b83f9af2e899c443da9e960ee2422743a2ffe7d9fc0f99a472
cmake/compiler_flags_Cray_Fortran.cmake,2126,dcbdde14c647a8eebc9b51bb0535cbbd7ecd2202318025ed165475591d199f3f
cmake/compiler_flags_GNU_CXX.cmake,1482,3f3ac54eaef7fd32bbbce892ce523498a4073be99e6761de6ca88788f43a4d3b
cmake/compiler_flags_GNU_Fortran.cmake,1812,687b6ceac0f4f5dc298d1f33747b8ef4f09cebe5472791370f8c7b7aa796af0b
cmake/compiler_flags_IntelLLVM_Fortran.cmake,1565,84a25b786ab00f4f6c2f5261b102572a741071a89c4945b888dad34b9ce6a27c
cmake/compiler_flags_Intel_Fortran.cmake,1573,47c762e558a9007b8f423996fb30a0071e7e79be5a022d822fe8cb19c5046ca9
cmake/compiler_flags_XL_Fortran.cmake,2136,d0c39e19b1d60bd884654cf146fde615b607c949b51342ade9f2ed5f267ac512
cmake/roms-jedi_compiler_flags.cmake,1092,f0a145726dc30d5d73ba397234df29472f97590332ccd7628e4c8452cf875190
docs/README.md,8676,e23c194aa66269ca84ee11194f47efe0afd752b0084ddc835e33b6a826714900
docs/ROMS-JEDI_ChangeLog.md,879,68e382913396b1dc9889ff4729bac2cfd26e3f41138653308e5acb5feb8e05e4
docs/pull_request_template.md,676,7a9c74d6e6d71fc042fc307d208f6afca45cbb5f5023316eff26f8e3231aaa05
src/CMakeLists.txt,818,ba8562f0a37e9c93d0ce0eece34cd5c63dab4ac332edab447cb0f356e729e4c2
src/CPPLINT.cfg,9,e4e661ad62db03b11340629019c79f1106f384d3dd8d87a65f869de1e9dee646
src/mains/AddIncrement.cc,444,4b9af562e61c27754f6238dda48cea94dc6af7eaee1873d29c96058a87324e87
src/mains/AdjointForecast.cc,430,0c5a687da739646bb6a1fd4eab2b77a44340714974d8125e8d9a74147eba989a
src/mains/CMakeLists.txt,3477,99837f8667164d10eebd6c4600abe51b24c7ec8799121c1fcb48498c8cd70a22
src/mains/ConvertIncrement.cc,460,0957df079c0909ce982364ca6549fdc5ff6210c1e3e80d193fad285c409d7ed2
src/mains/ConvertState.cc,424,b036a2c68f763386872963390a626c3654625b0bbda106eb3ee8d064a8ec4124
src/mains/DiffStates.cc,436,14765788d75010869a0beb239c4be2cda79e4edb300796c3c673dd7eb2853c8d
src/mains/EDA.cc,771,14d495e85e7bbd99362b1b95ed25cadb00cf88f1eddad843a2477b5b1fc19650
src/mains/EnsHofX.cc,656,f406ec8f2b619851fc974270b7e9b9d4cad1f5b50b3f535aa038544fdd3d8818
src/mains/EnsMeanAndVariance.cc,454,77de001263fdae49df91eafbe4b673c05e05bda781a6706ddafa6bc2eba5f507
src/mains/EnsRecenter.cc,424,629f48ef80d81b383ecfe52339b7c0b7de03f7c5942896de6dcf89a9e80cdef2
src/mains/ErrorCovarianceToolbox.cc,751,ca26b3b4ad662b23a9ad95f7d2ea4c7a8acc507fa028d94205db9c5f22d7a05f
src/mains/Forecast.cc,416,21c70c0902074b10047d748a8ddd7230504c59591202d793c0043bb9013aca4f
src/mains/GenEnsPertB.cc,532,af5722e3054974f1a70d597f4e53250366c53658c17cd6439c64d8eccef7fd83
src/mains/HofX3d.cc,542,4d32ee20d2b229cde8833a9d0b34125c148dda677ce20eb4a43ebf68f6833fb8
src/mains/HofX4d.cc,542,730b8ca10df7308119101c01a2ece541024fa14638f3bb4a8319ab9f4c17fd27
src/mains/HybridGain.cc,422,f6999d235340cf6b0aa99e93f9dad8a5a5ae632cd7d3a69f76d6c44f3f819839
src/mains/LETKF.cc,723,cd00ef65b26ef0370daf7b9978012cf496795ac08ad2c87b390f290fbbfe8dfb
src/mains/Var.cc,652,2a8d598f25ff17ca444f5ef88b8df15c68d7bd59e1b3e1aec87884a73d243d47
src/romsjedi/AnalyticInit/AnalyticInit.cc,2299,08e72c3b539d40a18f236de00259ff56cc25568d7ee3d777f982de7fc7671354
src/romsjedi/AnalyticInit/AnalyticInit.h,2191,cede06ebf52ec897c1c00f6a038a534605fa8105a85b09db89d640eeaf839260
src/romsjedi/AnalyticInit/AnalyticInitFortran.h,1230,5c15291ac95d1c494bdc8d561079c199fbbc2cb5af2e4df6ffd4a4389461b506
src/romsjedi/AnalyticInit/CMakeLists.txt,154,a76e60daa258ff37b638a7c409b159c60f59db4aec7005f175fda0cf30309931
src/romsjedi/AnalyticInit/roms_analyticinit.interface.F90,2735,4a9592194ad40d0dee0b7dd01a8602e3b02bcac334fd2daa16de65988f327eda
src/romsjedi/AnalyticInit/roms_analyticinit_mod.F90,7090,b723bb650fe957fd925095ab6fcb57796cd20e693285f28d3ba679c85cab28cf
src/romsjedi/CMakeLists.txt,2120,d20c349488455e87ff77e0e2847c3191cb88a38a70ea03a86b721ae73d1fcf63
src/romsjedi/ErrorCovariance/CMakeLists.txt,67,adb251781a9d58be72195aca5c867cc380592d4d27ec18baa68c1a0f4f1f85e1
src/romsjedi/ErrorCovariance/ErrorCovariance.cc,2701,cb073a9565df000e9092752ff19bd8c6759424e580383d524511a4dad72a0a25
src/romsjedi/ErrorCovariance/ErrorCovariance.h,1828,c267d0cbff2ba13e850613c03e36fcabc0eb331907a69ef672b959c6059c1393
src/romsjedi/Fields/CMakeLists.txt,124,ca0b1b9deaba15ce17caf977353ed1cea7e813ab420cd41490d5922e659726a8
src/romsjedi/Fields/roms_field_mod.F90,31457,123ef7794af987b5f20b09810df9afc1d44bb59d739b29423959603b94a2af3f
src/romsjedi/Fields/roms_fields_metadata_mod.F90,11177,3713af6323a29aeee568eabc9085bd7e391c807b2b7bfcc8c25c813c6579ce68
src/romsjedi/Fields/roms_fields_mod.F90,156639,8d158bdbdd2bbb4545f4d292c24dfd3a4ca482f99a057431e1a9202360032b06
src/romsjedi/Fields/roms_fieldsutils_mod.F90,127422,67f129a608f9840ab9062877c4959d844eb7f9b621d5a372e0e201917ad28e8d
