path,size,sha256
.gitattributes,87,9aa58bb33b75bd5c4408d0d2e682b9f077852a7be51ddb769168c128fc300aa3
Data/BRY/eccofs3km_bry_Mercator_monthly_2018_BiasCor.nc4,133,1f05459bee86e21cff3e61fe60aa8986ef7085ed97029d6878dcacb829c15585
Data/BRY/eccofs3km_bry_Mercator_monthly_2019_BiasCor.nc4,133,318d4a862bcfa3500e7a7f1a85fa9d54015ca13537e33fac490ab4d309234e6a
Data/BRY/eccofs6km_bry_empty.nc4,131,b1eff7d306b2cdd5764749d3710c34a6455a968d81698c9d3c7cba2e334f5cd1
Data/CLM/eccofs3km_clm_Mercator_Dec2018.nc4,134,c095e2a3d0884be3fa6e6f0096e40392e7bdeb03fe355c4cb03bdff875218505
Data/CLM/eccofs3km_clm_Mercator_Jan2019.nc4,134,081ca814c8081a1d1e1818b7b460e153598b7a32f9c4b3763c60db7ce6890367
Data/CLM/eccofs3km_nudgcoef_10days.nc4,133,d192c9279db7a61c66a634b5efe8ac49c9335fef7007b1233a21f909fd277926
Data/CLM/eccofs6km_nudgcoef_10days.nc4,133,cf5223d0ee3045db986ac3aa315f7124b13744d244e5f17be5bba5d23f359af6
Data/FRC/frc_eccofs_ERA5_allflux_Jan2019.nc4,134,a7d5b9f06d5fca64a2ab1b1a15fcb10c163fda93ca7268ae0eda761e6de25cab
Data/GRD/eccofs3km_rivers_GloFAS_2011-2024_v5.nc4,132,ef90fd4a7b2aa55ffff99c31aa63582616c446ae725f4e82d600cc966a499c61
Data/GRD/eccofs3km_roms_grd.nc4,134,40cc03fef6cd8c6fcfb16600b359ca0b7383fa3308b51a716673ceb99afe8724
Data/GRD/eccofs6km_roms_grd.nc4,133,fbe34dc56af6f8d66fee12e812bf267c2ace87125922e361f8ace4f7cef9909c
Data/GRD/tides_tpxo_eccofs3km_01.nc4,134,7179e27c64849d60fca89c7fc00a34fb5ca476efb4f0cb2c8bc28074565ce7ff
Data/GRD/tides_tpxo_eccofs6km_01.nc4,134,ee838c7b82253cf6781f658c172056e14f56f27376446998542d20b51b1110cf
Data/INI/eccofs3km_roms_ini_20190101.nc4,135,23c5dbd1bb7b2f60b94a32371da851d5b712ea95ba1b622bc2bbbb8d0c2a2151
Data/INI/eccofs6km_roms_ini.nc4,134,adf08d8322cb6fe6c7e9cb13e8e88a06b076591de3f94c002e1f1d5bdd704293
Data/NRM/eccofs3km_roms_nrm_b.nc4,133,7a2aa7ae1502a43c40a4e5c324748df32981f110fd4c331d601de4b2be31183c
Data/NRM/eccofs3km_roms_nrm_i.nc4,134,e383977ea40a7a37c78995234b784c3808e71280d391ab09b21972eac201b39c
Data/NRM/eccofs6km_roms_nrm_b.nc4,133,7a8bdbe9893134cc99a9f7dcaac45b4ab87d1bdd66174fb93c9bdf7b6a6e4d59
Data/NRM/eccofs6km_roms_nrm_i.nc4,134,14d4c5acc6f93ff78236f8b4200cc4c53c0f933326ad4fa62aa9e3f60fa34f48
Data/OBS/eccofs3km_adt_20190101.nc4,131,ca1575c5aa63a57837bb4bde9b8165a49aa0672327b7c1294d87d9e5c55ff19d
Data/OBS/eccofs3km_roms_obs_20190101.nc4,133,7b1b4c610d87e838a87e266d901cdb86113e387ab5ef8e69a344316eec87161f
Data/OBS/eccofs3km_salt_20190101.nc4,131,dbd0af5b04f7a29a3c228c64650cb2375a8a2bddc4e39cf8613f7ce937646333
Data/OBS/eccofs3km_sss_20190101.nc4,130,88cb897af445a1c72806b156edc4ca61ca241b506c201539042ce506fc10a602
Data/OBS/eccofs3km_sst_20190101.nc4,133,494fe2283328ee9f6a570d5e827bc709d19828981d43ded7ffa85858aa5f6a6e
Data/OBS/eccofs3km_temp_20190101.nc4,131,3166b2f72e87cd243e5ff208d2f6133db8d57d294cdb325285ca155ff323e2c9
Data/OBS/eccofs6km_adt_20190101.nc4,131,ae458db23b54f147719c13ac3ecff8a08848c823cfedb0602e5a04f84e47f4af
Data/OBS/eccofs6km_roms_obs_20190101.nc4,133,42f46b59ccfd8a55f869d9a623b063b8ef327c47adb71203cdd0bb97d03a650d
Data/OBS/eccofs6km_salt_20190101.nc4,131,6a4e842e41d81ce1aafd766df9cb7e44d197aa872dc6f1e0d01018c0dc363458
Data/OBS/eccofs6km_sss_20190101.nc4,130,fe03b9430fd1dcf5f6b218d136516ba362315c5586d5fd9cc9398f24152071c6
Data/OBS/eccofs6km_sst_20190101.nc4,133,75888a4ad1437f01e647416addded26704b5d3f1cf8a151dbca09ccc6f33ada7
Data/OBS/eccofs6km_temp_20190101.nc4,131,32f6825f96e9bd986acc86aefb0c0abc76fb735b0c4a5d4a430005217a188e21
Data/STD/eccofs3km_roms_std_b.nc4,133,5e23303a6bbf14daa7a3445490421cd75df188020c7f8f2a033f6fbb96b2f10c
Data/STD/eccofs3km_roms_std_i.nc4,135,4256a168fa0b57d42a0ba61d54b4db6e56bb136acbe0adc77836b9a0e4860cb2
Data/STD/eccofs6km_roms_std_b.nc4,133,d6565eb9c358d297526373ee1d393637cd3847ed517c367a9737de76517f47e3
Data/STD/eccofs6km_roms_std_i.nc4,134,21fd172f5c55138daf0a8deb7e3bd9eaff20492024a4796643ec400fd5457004
Data/varinfo.yaml,360117,4d17308afc308f65fba11a6b64d406c1e2b5fbb7530c1fc849cdd175195455d2
Data/varinfo_daily.yaml,360117,14b1d341b0106c877954ac7119834da034dff6cee802d4d4056e20f118e271fc
Forward/Readme.md,8582,c7092cc6b5fedf3ab4057da295c19e948388297f42eff2cec4082ba257ae64db
Forward/build_roms.csh,18173,2d20094c559ceeb90db441a94f42a0322af829986ddb49d1ba4caa4a2170a698
Forward/build_roms.sh,18280,04722d40311dcf542b80cb49222733c1c7979b235314b20ee92d518dcee37a44
Forward/eccofs3.h,2389,a7e4711b1fdae228b27a4e6f5bc9fd690ca1b4daa3202c6e9bf72e8d0c09e8cc
Forward/rbl4dvar.in,51506,4beacbd48312c5e2abf631174361254742dbbcde6c59d661cd888543188485e6
Forward/roms_eccofs3km.in,175541,e470c06d61e7e8b34d5201faadde85423df03de5ecde577f9d09e3475a233d21
RBL4DVAR_mixres/Readme.md,21820,dfd1b0e39191dca337fafd52b16fa71da0bcd430b1381952d29364d340d1e8cf
RBL4DVAR_mixres/build_split.csh,19327,0d2ff95669751cb16a243cf29cbaf10bb842093b68bb0d958380eda0a85c3aa3
RBL4DVAR_mixres/build_split.sh,19234,5a133d54d0709407a013e1442d58964f3463b43bb0ad8096677d13272be54157
RBL4DVAR_mixres/cbuild_split.csh,25151,6ada59e36f4a8ec8544b42145f241e67c0b446d35e50be9e2fffa18ef3819476
RBL4DVAR_mixres/cbuild_split.sh,23811,6409ae817a217772f4d7cfb98a7301c45b3f9917e5b99d9630eca9e7a270d363
RBL4DVAR_mixres/eccofs.h,2088,c216fe6f0938095e187cbe4cc339a5702453bd848db1e46b2dfa9059bc0c4f46
RBL4DVAR_mixres/roms_da_eccofs_era5.tmpl,175169,7bbf42d580b933c08719a8e43dbec5866f7ce521e7dee159e5a394b099be5e83
RBL4DVAR_mixres/roms_nl_eccofs_era5.tmpl,175431,68f58d7fbba5c6fd2327462bc6e9808efffee41ffcdf91b3a26504104f0151ed
RBL4DVAR_mixres/s4dvar.in,51471,f3e5553a874007adad3f7e576114862748b57fcbb4127a7318f82b9b3948ca5e
RBL4DVAR_mixres/submit_mixres_rbl4dvar.sh,37837,bf903f8ed6fde4d47249b9a9bc49d3a268ce0c4da99906efa15e983041030df0
docs/README.md,3182,cac77decb5c3b467b3cae5de9544bd5dedfaa1d1a1e2341172eb7a81181a443f
docs/ROMS_ChangeLog.md,422,99ee8d657cbc2ca5ed6e46b16d184c5f6b3413b58a99113af915ffbcd8f3ddf0
docs/pull_request_template.md,676,7a9c74d6e6d71fc042fc307d208f6afca45cbb5f5023316eff26f8e3231aaa05
