note,status,historical_source_provenance,current_validated_against,validation_kind,validated_on,maintenance
models/SWAN/README.md,NO_ACTION,55441526ec4330338f05d148759fc66f6fc7fb9d,,이번 범위에서 재검증하지 않음,,
models/SWAN/manifest.md,NO_ACTION,55441526ec4330338f05d148759fc66f6fc7fb9d,,이번 범위에서 재검증하지 않음,,
models/SWAN/manual-notes/README.md,NO_ACTION,55441526ec4330338f05d148759fc66f6fc7fb9d,,이번 범위에서 재검증하지 않음,,
models/SWAN/manual-notes/swan-action-balance.md,NO_ACTION,55441526ec4330338f05d148759fc66f6fc7fb9d,,이번 범위에서 재검증하지 않음,,
models/SWAN/manual-notes/swan-booij-1999-jgr-foundational.md,NO_ACTION,55441526ec4330338f05d148759fc66f6fc7fb9d,,이번 범위에서 재검증하지 않음,,
models/SWAN/manual-notes/swan-command-numerics-output-reference.md,NO_ACTION,55441526ec4330338f05d148759fc66f6fc7fb9d,,이번 범위에서 재검증하지 않음,,
models/SWAN/manual-notes/swan-command-physics-reference.md,NO_ACTION,55441526ec4330338f05d148759fc66f6fc7fb9d,,이번 범위에서 재검증하지 않음,,
models/SWAN/manual-notes/swan-command-setup-grid-reference.md,NO_ACTION,55441526ec4330338f05d148759fc66f6fc7fb9d,,이번 범위에서 재검증하지 않음,,
models/SWAN/manual-notes/swan-documentation-stack.md,NO_ACTION,55441526ec4330338f05d148759fc66f6fc7fb9d,,이번 범위에서 재검증하지 않음,,
models/SWAN/manual-notes/swan-implementation-manual.md,NO_ACTION,55441526ec4330338f05d148759fc66f6fc7fb9d,,이번 범위에서 재검증하지 않음,,
models/SWAN/manual-notes/swan-output-variable-definitions.md,NO_ACTION,55441526ec4330338f05d148759fc66f6fc7fb9d,,이번 범위에서 재검증하지 않음,,
models/SWAN/manual-notes/swan-programming-rules.md,NO_ACTION,55441526ec4330338f05d148759fc66f6fc7fb9d,,이번 범위에서 재검증하지 않음,,
models/SWAN/manual-notes/swan-spectral-file-format.md,NO_ACTION,55441526ec4330338f05d148759fc66f6fc7fb9d,,이번 범위에서 재검증하지 않음,,
models/SWAN/manual-notes/swan-tech-ch2-7-qcm-theory.md,NO_ACTION,55441526ec4330338f05d148759fc66f6fc7fb9d,,이번 범위에서 재검증하지 않음,,
models/SWAN/manual-notes/swan-tech-ch2-dissipation-detailed.md,NO_ACTION,55441526ec4330338f05d148759fc66f6fc7fb9d,,이번 범위에서 재검증하지 않음,,
models/SWAN/manual-notes/swan-tech-ch2-governing-equations.md,NO_ACTION,55441526ec4330338f05d148759fc66f6fc7fb9d,,이번 범위에서 재검증하지 않음,,
models/SWAN/manual-notes/swan-tech-ch2-nonlinear-detailed.md,NO_ACTION,55441526ec4330338f05d148759fc66f6fc7fb9d,,이번 범위에서 재검증하지 않음,,
models/SWAN/manual-notes/swan-tech-ch2-obstacles-diffraction-setup.md,NO_ACTION,55441526ec4330338f05d148759fc66f6fc7fb9d,,이번 범위에서 재검증하지 않음,,
models/SWAN/manual-notes/swan-tech-ch2-sources-sinks.md,NO_ACTION,55441526ec4330338f05d148759fc66f6fc7fb9d,,이번 범위에서 재검증하지 않음,,
models/SWAN/manual-notes/swan-tech-ch2-vegetation-ice-bragg-gen12.md,NO_ACTION,55441526ec4330338f05d148759fc66f6fc7fb9d,,이번 범위에서 재검증하지 않음,,
models/SWAN/manual-notes/swan-tech-ch3-breaking-source.md,NO_ACTION,55441526ec4330338f05d148759fc66f6fc7fb9d,,이번 범위에서 재검증하지 않음,,
models/SWAN/manual-notes/swan-tech-ch3-discretization.md,NO_ACTION,55441526ec4330338f05d148759fc66f6fc7fb9d,,이번 범위에서 재검증하지 않음,,
models/SWAN/manual-notes/swan-tech-ch3-obstacles-spectral-ops.md,NO_ACTION,55441526ec4330338f05d148759fc66f6fc7fb9d,,이번 범위에서 재검증하지 않음,,
models/SWAN/manual-notes/swan-tech-ch3-qc-curvilinear.md,NO_ACTION,55441526ec4330338f05d148759fc66f6fc7fb9d,,이번 범위에서 재검증하지 않음,,
models/SWAN/manual-notes/swan-tech-ch3-refraction-limiter.md,NO_ACTION,55441526ec4330338f05d148759fc66f6fc7fb9d,,이번 범위에서 재검증하지 않음,,
models/SWAN/manual-notes/swan-tech-ch3-solution-iteration-limiter.md,NO_ACTION,55441526ec4330338f05d148759fc66f6fc7fb9d,,이번 범위에서 재검증하지 않음,,
models/SWAN/manual-notes/swan-tech-ch4-5-bc-2d-setup.md,NO_ACTION,55441526ec4330338f05d148759fc66f6fc7fb9d,,이번 범위에서 재검증하지 않음,,
models/SWAN/manual-notes/swan-tech-ch6-iterative-solvers.md,NO_ACTION,55441526ec4330338f05d148759fc66f6fc7fb9d,,이번 범위에서 재검증하지 않음,,
models/SWAN/manual-notes/swan-tech-ch7-parallel.md,NO_ACTION,55441526ec4330338f05d148759fc66f6fc7fb9d,,이번 범위에서 재검증하지 않음,,
models/SWAN/manual-notes/swan-tech-ch8-unstructured-grid-scheme.md,NO_ACTION,55441526ec4330338f05d148759fc66f6fc7fb9d,,이번 범위에서 재검증하지 않음,,
models/SWAN/manual-notes/swan-tech-ch8-unstructured-ops.md,NO_ACTION,55441526ec4330338f05d148759fc66f6fc7fb9d,,이번 범위에서 재검증하지 않음,,
models/SWAN/manual-notes/swan-usage-general.md,NO_ACTION,55441526ec4330338f05d148759fc66f6fc7fb9d,,이번 범위에서 재검증하지 않음,,
models/SWAN/source-analysis/README.md,NO_ACTION,55441526ec4330338f05d148759fc66f6fc7fb9d,,이번 범위에서 재검증하지 않음,,
